[INFO: 2024-12-15 21:56:35,414] Epoch 1/10, Step 1/15, Loss 0.644688606262207, Acc 0.75, PN 0.25, AP 0.3076048951048951
[INFO: 2024-12-15 21:56:35,849] Epoch 1/10, Step 2/15, Loss 0.6969967484474182, Acc 0.5625, PN 0.3125, AP 0.3012987012987013
[INFO: 2024-12-15 21:56:36,282] Epoch 1/10, Step 3/15, Loss 0.5897960662841797, Acc 0.875, PN 0.125, AP 0.10238095238095238
[INFO: 2024-12-15 21:56:36,718] Epoch 1/10, Step 4/15, Loss 0.5955507755279541, Acc 0.75, PN 0.25, AP 0.22288267288267288
[INFO: 2024-12-15 21:56:37,152] Epoch 1/10, Step 5/15, Loss 0.3920535147190094, Acc 0.875, PN 0.125, AP 0.75
[INFO: 2024-12-15 21:56:37,586] Epoch 1/10, Step 6/15, Loss 0.4860471785068512, Acc 0.8125, PN 0.1875, AP 0.2409090909090909
[INFO: 2024-12-15 21:56:38,021] Epoch 1/10, Step 7/15, Loss 0.40005069971084595, Acc 0.875, PN 0.125, AP 0.14583333333333331
[INFO: 2024-12-15 21:56:38,454] Epoch 1/10, Step 8/15, Loss 0.3937686085700989, Acc 0.875, PN 0.125, AP 0.17142857142857143
[INFO: 2024-12-15 21:56:38,889] Epoch 1/10, Step 9/15, Loss 0.2444142997264862, Acc 0.9375, PN 0.0625, AP 0.07692307692307693
[INFO: 2024-12-15 21:56:39,324] Epoch 1/10, Step 10/15, Loss 0.5598511695861816, Acc 0.8125, PN 0.1875, AP 0.20419580419580421
[INFO: 2024-12-15 21:56:39,760] Epoch 1/10, Step 11/15, Loss 0.379172682762146, Acc 0.875, PN 0.125, AP 0.20192307692307693
[INFO: 2024-12-15 21:56:40,195] Epoch 1/10, Step 12/15, Loss 0.3567714989185333, Acc 0.875, PN 0.125, AP 0.625
[INFO: 2024-12-15 21:56:40,631] Epoch 1/10, Step 13/15, Loss 0.3627910614013672, Acc 0.875, PN 0.125, AP 0.6
[INFO: 2024-12-15 21:56:41,065] Epoch 1/10, Step 14/15, Loss 0.3602357804775238, Acc 0.875, PN 0.125, AP 0.325
[INFO: 2024-12-15 21:56:41,502] Epoch 1/10, Step 15/15, Loss 0.38314661383628845, Acc 0.875, PN 0.125, AP 0.25
[INFO: 2024-12-15 21:56:41,764] *******Epoch 1, Val loss: 0.4421, Val Acc: 0.8197, Val AP: 0.3516
[INFO: 2024-12-15 21:56:43,200] Epoch 2/10, Step 1/15, Loss 0.2215396761894226, Acc 0.9375, PN 0.0625, AP 1.0
[INFO: 2024-12-15 21:56:43,636] Epoch 2/10, Step 2/15, Loss 0.39546042680740356, Acc 0.875, PN 0.125, AP 0.17142857142857143
[INFO: 2024-12-15 21:56:44,073] Epoch 2/10, Step 3/15, Loss 0.8768677711486816, Acc 0.6875, PN 0.3125, AP 0.3447186147186147
[INFO: 2024-12-15 21:56:44,508] Epoch 2/10, Step 4/15, Loss 0.3683429956436157, Acc 0.875, PN 0.125, AP 0.20833333333333331
[INFO: 2024-12-15 21:56:44,948] Epoch 2/10, Step 5/15, Loss 0.669085681438446, Acc 0.6875, PN 0.3125, AP 0.5476190476190477
[INFO: 2024-12-15 21:56:45,384] Epoch 2/10, Step 6/15, Loss 0.5454038381576538, Acc 0.75, PN 0.25, AP 0.575
[INFO: 2024-12-15 21:56:45,820] Epoch 2/10, Step 7/15, Loss 0.455776572227478, Acc 0.875, PN 0.125, AP 0.3333333333333333
[INFO: 2024-12-15 21:56:46,255] Epoch 2/10, Step 8/15, Loss 0.5551923513412476, Acc 0.75, PN 0.25, AP 0.6840659340659341
[INFO: 2024-12-15 21:56:46,693] Epoch 2/10, Step 9/15, Loss 0.3362862467765808, Acc 1.0, PN 0.0, AP -0.0
[INFO: 2024-12-15 21:56:47,130] Epoch 2/10, Step 10/15, Loss 0.48124217987060547, Acc 0.8125, PN 0.1875, AP 0.28968253968253965
[INFO: 2024-12-15 21:56:47,565] Epoch 2/10, Step 11/15, Loss 0.266410768032074, Acc 0.9375, PN 0.0625, AP 0.25
[INFO: 2024-12-15 21:56:48,003] Epoch 2/10, Step 12/15, Loss 0.5297327041625977, Acc 0.8125, PN 0.1875, AP 0.18282828282828284
[INFO: 2024-12-15 21:56:48,438] Epoch 2/10, Step 13/15, Loss 0.23049494624137878, Acc 0.9375, PN 0.0625, AP 1.0
[INFO: 2024-12-15 21:56:48,875] Epoch 2/10, Step 14/15, Loss 0.7500743269920349, Acc 0.6875, PN 0.3125, AP 0.4584415584415584
[INFO: 2024-12-15 21:56:49,311] Epoch 2/10, Step 15/15, Loss 0.11671098321676254, Acc 1.0, PN 0.0, AP -0.0
[INFO: 2024-12-15 21:56:49,528] *******Epoch 2, Val loss: 0.4563, Val Acc: 0.8197, Val AP: 0.3456
